what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1329163394248
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1329163394248
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329163394248
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329163394248
java.vm.specification.version,sysinfo,,,"1.0",1329163394248
java.vm.vendor,sysinfo,,,"Apple Inc.",1329163394248
java.vm.version,sysinfo,,,"20.4-b02-402",1329163394248
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1329163394251
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1329163398539
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1329163402374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163406804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163458263
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329163458291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163488396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489616
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163489968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163490208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163500121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163500320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163500496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163501056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329163630806
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1329163630952
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1329163637660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329163641981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163681488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163690203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1329163690375
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1329163696246
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1329163696370
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329163703433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163747729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163747961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163748129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163748305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163748489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329163748969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329163782452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329163791080
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1329163812016
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1329163813821
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1329163838150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163838466
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1329163838691
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1329163838752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163871091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.customizePerspective",1329163871143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329163903572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329163959904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164186828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164203795
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1329164550543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164550721
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329164590673
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329164593640
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1329164593653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164594122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164594397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164606586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164618410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164645786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164667978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164695387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164706173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164714110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164724449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.textEnd",1329164738712
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.textEnd",1329164748616
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1329164749743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164901370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164901530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164901970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164904018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164904314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164904970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164905194
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textEnd",1329164906195
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1329164907363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164990248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164990712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164991183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164993615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164993967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164994664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164994879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164996152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164996391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164998592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164998767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164999223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165001048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165001239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165002215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165120276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165121604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165122004
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textEnd",1329165124085
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1329165125829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165174387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165174626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165174818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165180322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165180762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165181058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165181474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165202938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165211093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165224768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165275707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165282666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165288295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1329165288421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165339376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165533841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165534897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165535065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165535241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165535409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165535577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165535745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165536153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165536905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165563296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165590504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165613729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165629092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165641262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165641454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165641638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165641815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165641982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165642206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165643390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165650283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165674393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165685778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165686692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329165692656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165730208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165769903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165785492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165785822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329165793985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166073241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166086604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166092361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329166101904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166111950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166157504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166161561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166179130
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1329166208388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329166209176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166210133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166225796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166231443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166251167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329166284141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329166284709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329166294515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166296264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166436927
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1329166450653
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329166451159
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329166451225
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewOpen",1329166451231
activated,view,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesView",1329166461920
executed,command,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1329166462043
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329166464989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166501042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166510770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166672244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166693108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textEnd",1329166700821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166779690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166782912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166788568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166816735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166859369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166867047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329166892500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329166911149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329170239148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329170420916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329170422102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329170461022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329170481120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329170481625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329170501750
