what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329176427281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329176498428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329176506411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329176513748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329176517735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329176701496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329176756157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329176757123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178594236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178922797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178945369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178960483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178965233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329178979585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178980499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329178990977
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329179267030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329179273859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329179279620
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textEnd",1329179284682
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1329179285835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329179346230
